,Candidates Created Date,Candidates Utm Source,Candidates Utm Campaign,Candidates Utm Content,Candidates Primary Role,Candidates Origination Market,Candidates Subrole Core or Noncore,Candidates Utm Term,Candidates Count,Candidates Approved,Candidates Onboarded,Candidates Qualified Role Onboard,Candidates Participated
7721,10/14/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,,New York,Non-Core,,1,0,0,0,0
7725,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Project Management,Washington D.C.,Non-Core,,1,0,0,0,0
7727,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),jj2-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
10003,10/9/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,1,1,0
7732,10/17/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Software Engineering,Boston,Non-Core,,1,0,0,0,0
7745,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,New York,Non-Core,,2,0,0,0,0
7748,9/30/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Other,France,Non-Core,,1,0,0,0,0
7752,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jk2-all,,France,Non-Core,,1,0,0,0,0
10671,10/9/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd6-all,Information Technology (IT),SF Bay Area,Non-Core,,1,0,1,1,0
7777,10/17/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Dream,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
7786,9/27/2018,facebook,(b2c)(l-all)(r-all)(conversions),,,SF Bay Area,Non-Core,,1,0,0,0,0
11145,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Software Engineering,New York,Core,,1,1,1,1,1
11950,10/9/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Engineering Management,France,Core,,1,0,1,1,0
7834,10/13/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Design,London,Non-Core,,1,0,0,0,0
7836,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Other,New York,Non-Core,,1,0,0,0,0
7841,9/22/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Information Technology (IT),Seattle,Non-Core,,1,0,1,0,0
12161,10/9/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd6-all,Software Engineering,Boston,Core,,1,1,1,1,1
7848,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
7857,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,,New York,Non-Core,,2,0,0,0,0
7862,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Data Analytics,New York,Non-Core,,1,0,0,0,0
7883,10/17/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Product Management,London,Non-Core,,1,0,0,0,0
651,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Data Analytics,Los Angeles,Non-Core,,1,0,1,1,0
7929,10/3/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-cc2),cc2-all,Other,London,Non-Core,,1,0,1,0,0
7930,10/7/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
3573,10/8/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-qob60d_interest),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
7950,9/19/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Design,France,Non-Core,,1,0,0,0,0
7957,10/14/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
7961,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,New York,Non-Core,,1,0,0,0,0
7963,9/25/2018,facebook,(b2c)(nyc)(r-pm)(pm-approvals-Nov2016-Nov2017-lal1-mobile),legacy-post-nyc-mitchell-1287,,New York,Non-Core,,1,0,0,0,0
7967,10/13/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jk2-all,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
3884,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,1,1,0
6297,10/8/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Information Technology (IT),France,Non-Core,,1,0,1,1,0
8022,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Quality Assurance (QA),New York,Non-Core,,1,0,0,0,0
8034,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Other,Seattle,Non-Core,,2,0,0,0,0
8047,10/8/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-cc7),cc7-all,Information Technology (IT),SF Bay Area,Non-Core,,1,0,0,0,0
8056,10/23/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Dream,Data Analytics,Denver,Non-Core,,1,0,0,0,0
8078,10/15/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
8080,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),jj2-all,Engineering Management,Boston,Non-Core,,1,0,0,0,0
8084,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,Design,New York,Non-Core,,1,0,0,0,0
6965,10/8/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Design,France,Non-Core,,1,0,1,1,0
7424,10/8/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,0,1,1,0
7670,10/8/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
8100,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Design,New York,Non-Core,,1,0,0,0,0
8108,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_static),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
8110,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Design,Denver,Non-Core,,1,0,0,0,0
7931,10/8/2018,facebook,(b2c)(bos)(r-data)(tech-datascienceskills-bos-dnf),link-copytestbos,Product Management,Boston,Non-Core,,1,0,1,1,0
8130,10/11/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Product Management,Seattle,Non-Core,,1,0,0,0,0
8131,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Other,Seattle,Non-Core,,1,0,0,0,0
8133,10/4/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,0,0,0,0
9002,10/8/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Project Management,France,Non-Core,,4,1,1,1,1
8155,10/1/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,,France,Non-Core,,1,0,0,0,0
8184,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-java1%),jk2-all,,Boston,Non-Core,,1,0,0,0,0
8200,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob1interest-cc2),cc2-all,Data Analytics,Boston,Non-Core,,1,0,0,0,0
8201,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Project Management,Boston,Non-Core,,1,0,0,0,0
8202,10/3/2018,twitter,(b2c)(l-all)(r-swe)(keywords),dd3-all,Quality Assurance (QA),Washington D.C.,Non-Core,,1,0,0,0,0
8203,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Project Management,Boston,Non-Core,,1,0,0,0,0
8205,10/15/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,1,0,1,0,0
10155,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd7-all,Product Management,New York,Non-Core,,1,0,1,1,0
8207,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
8209,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-18month),dd3,Design,New York,Non-Core,,1,0,0,0,0
8222,9/24/2018,facebook,(b2c)(l-all)(r-all)(video-views),,,Other,Non-Core,,1,0,0,0,0
8223,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Product Management,New York,Non-Core,,1,0,0,0,0
8226,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,Other,New York,Non-Core,,2,0,0,0,0
1280,10/7/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Project Management,France,Non-Core,,6,0,5,5,0
8249,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),cl8-all,,London,Non-Core,,1,0,0,0,0
6300,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
8257,9/20/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Product Management,London,Non-Core,,1,0,0,0,0
6405,10/7/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd6-all,Project Management,Austin,Non-Core,,1,0,1,1,0
8270,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Design,New York,Non-Core,,1,0,0,0,0
8272,10/10/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Project Management,London,Non-Core,,3,0,0,0,0
8287,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,,New York,Non-Core,,3,0,0,0,0
8290,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,,Seattle,Non-Core,,1,0,0,0,0
8291,10/9/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Other,SF Bay Area,Non-Core,,1,0,1,0,0
8317,9/22/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Other,SF Bay Area,Non-Core,,1,0,0,0,0
8325,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_static),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,1,0,0
8332,10/18/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,3,0,1,0,0
8333,9/26/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Other,London,Non-Core,,1,0,0,0,0
8334,10/19/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Project Management,London,Non-Core,,1,0,0,0,0
7884,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Product Management,New York,Non-Core,,1,0,1,1,0
8342,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jj2-all,Product Management,London,Non-Core,,2,0,0,0,0
7996,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Design,New York,Non-Core,,1,0,1,1,0
8349,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,Other,Non-Core,,1,0,1,0,0
8353,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,,SF Bay Area,Non-Core,,1,0,0,0,0
8357,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),jk2-all,,New York,Non-Core,,1,0,0,0,0
8361,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,Seattle,Non-Core,,3,0,0,0,0
8371,10/6/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,0,0,0,0
8397,10/24/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Dream,,New York,Non-Core,,1,0,0,0,0
8410,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,,SF Bay Area,Non-Core,,1,0,0,0,0
8411,10/18/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Project Management,London,Non-Core,,1,0,0,0,0
8412,10/7/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd7-all,Quality Assurance (QA),Los Angeles,Non-Core,,1,0,0,0,0
8414,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Product Management,Boston,Non-Core,,1,0,0,0,0
8425,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Information Technology (IT),Other,Non-Core,,1,0,0,0,0
8426,9/27/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Information Technology (IT),France,Non-Core,,1,0,0,0,0
8431,9/20/2018,facebook,(b2c)(ldn)(r-all)(video-views),,Design,London,Non-Core,,1,0,0,0,0
8000,10/7/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Data Analytics,London,Non-Core,,1,0,1,1,0
8440,9/24/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Other,New York,Non-Core,,1,0,1,0,0
8442,9/30/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Design,France,Non-Core,,1,0,0,0,0
8448,10/13/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Project Management,Seattle,Non-Core,,1,0,0,0,0
8459,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
8461,10/25/2018,facebook,(b2c)(sea)(r-all)(conversion-us-coreqob_static),sea,Data Analytics,Seattle,Non-Core,,1,0,0,0,0
8469,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Other,London,Non-Core,,1,0,0,0,0
8476,9/23/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Software Engineering,London,Non-Core,,1,0,0,0,0
8479,9/19/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,,London,Non-Core,,2,0,0,0,0
10502,10/7/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,1,1,1,1
8487,10/17/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd7-all,Product Management,Austin,Non-Core,,1,0,0,0,0
11815,10/7/2018,facebook,(b2c)(l-all)(r-swe)(tech-techinterests sweplacement-laa10-all-mnf),link-setyourowncasual2,Software Engineering,New York,Core,,1,0,1,1,0
12419,10/7/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd7-all,Software Engineering,SF Bay Area,Core,,1,0,1,1,0
8518,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,Information Technology (IT),SF Bay Area,Non-Core,,1,0,0,0,0
8520,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Product Management,Boston,Non-Core,,1,0,0,0,0
12780,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Software Engineering,New York,Core,,1,0,1,1,0
8525,9/20/2018,facebook,(b2c)(l-all)(r-all)(conversions),,,New York,Non-Core,,2,0,0,0,0
8526,10/26/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static4%),dd3-all,Design,Seattle,Non-Core,,1,0,0,0,0
8531,9/29/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-cc2),cc2-all,Software Engineering,London,Non-Core,,1,0,0,0,0
8532,9/22/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,Seattle,Non-Core,,1,0,0,0,0
12940,10/7/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Software Engineering,France,Core,,1,0,1,1,0
8545,10/20/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,,France,Non-Core,,1,0,0,0,0
13234,10/7/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,Software Engineering,New York,Core,,4,0,2,2,0
8558,10/13/2018,facebook,(b2c)(l-all)(r-all)(retargeting-us-sitevisitor_16-30d),jj2-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
8562,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Design,Seattle,Non-Core,,1,0,0,0,0
2293,10/6/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,Design,Boston,Non-Core,,1,1,1,1,1
7046,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
7633,10/6/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Information Technology (IT),Seattle,Non-Core,,1,1,1,1,1
8228,10/6/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Project Management,France,Non-Core,,5,1,2,2,1
8588,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,Boston,Non-Core,,1,0,0,0,0
12943,10/6/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Software Engineering,London,Core,,2,1,1,1,1
8617,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Product Management,Seattle,Non-Core,,1,0,0,0,0
8620,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,,Boston,Non-Core,,1,0,0,0,0
8626,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Information Technology (IT),Seattle,Non-Core,,1,0,0,0,0
8627,10/20/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,,Other,Non-Core,,1,0,0,0,0
1746,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Information Technology (IT),Boston,Non-Core,,1,0,1,1,0
8647,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd7,,New York,Non-Core,,1,0,0,0,0
8652,9/11/2018,facebook,(b2c)(l-all)(r-swe)(tech-mongogithub-laa2-all-dnf),link-setyourowncasual2,Other,Boston,Non-Core,,1,0,0,0,0
2289,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Project Management,New York,Non-Core,,1,1,1,1,1
8668,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),jk2-all,Other,New York,Non-Core,,1,0,0,0,0
8669,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Data Analytics,SF Bay Area,Non-Core,,1,0,0,0,0
8670,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,,Seattle,Non-Core,,1,0,0,0,0
8679,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd7-all,,New York,Non-Core,,1,0,0,0,0
8684,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,Boston,Non-Core,,1,0,0,0,0
8685,10/25/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
8686,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd7-all,Project Management,New York,Non-Core,,1,0,0,0,0
8694,10/26/2018,facebook,(b2c)(nyc)(r-all)(conversion-us-coreqob_static),nyc-all,,New York,Non-Core,,1,0,0,0,0
2491,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Project Management,SF Bay Area,Non-Core,,2,0,2,2,0
8698,9/25/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Data Analytics,New York,Non-Core,,1,0,0,0,0
2728,10/5/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Information Technology (IT),France,Non-Core,,1,1,1,1,1
8703,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
8704,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jj2-all,Quality Assurance (QA),New York,Non-Core,,1,0,0,0,0
8705,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jk2-all,Project Management,New York,Non-Core,,1,0,0,0,0
3280,10/5/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
8727,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,Boston,Non-Core,,1,0,0,0,0
8733,10/26/2018,facebook,(b2c)(sea)(r-all)(conversion-us-coreqob_static),sea,Other,Other,Non-Core,,1,0,0,0,0
8738,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
8739,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-cc2),cc2-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
8740,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
3787,10/5/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Project Management,France,Non-Core,,1,0,1,1,0
8756,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,,Philadelphia,Non-Core,,1,0,0,0,0
8772,9/21/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Other,London,Non-Core,,1,0,0,0,0
4068,10/5/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Data Analytics,London,Non-Core,,1,1,1,1,1
8776,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Information Technology (IT),Boston,Non-Core,,1,0,0,0,0
5992,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Information Technology (IT),SF Bay Area,Non-Core,,1,0,1,1,0
6464,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Product Management,New York,Non-Core,,3,0,2,2,0
6547,10/5/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Product Management,Seattle,Non-Core,,1,1,1,1,1
8809,10/8/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,,SF Bay Area,Non-Core,,1,0,0,0,0
8811,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Data Analytics,SF Bay Area,Non-Core,,1,0,0,0,0
8815,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
8833,10/2/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Product Management,SF Bay Area,Non-Core,,1,0,0,0,0
7728,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Quality Assurance (QA),Boston,Non-Core,,1,0,1,1,0
8848,9/26/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,,London,Non-Core,,2,0,0,0,0
8853,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Data Analytics,Seattle,Non-Core,,1,0,0,0,0
8855,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Other,SF Bay Area,Non-Core,,1,0,0,0,0
8861,10/15/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,,London,Non-Core,,1,0,0,0,0
8662,10/5/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Design,London,Non-Core,,2,0,1,1,0
8881,10/3/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
9521,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Data Analytics,New York,Non-Core,,1,0,1,1,0
8901,10/3/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,,France,Non-Core,,1,0,0,0,0
8903,10/4/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd7-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
10142,10/5/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Project Management,Boston,Non-Core,,1,0,1,1,0
8906,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Project Management,New York,Non-Core,,1,0,0,0,0
8907,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jk2-all,Data Analytics,New York,Non-Core,,1,0,0,0,0
8914,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
8916,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Project Management,Boston,Non-Core,,1,0,0,0,0
8940,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Design,New York,Non-Core,,1,0,0,0,0
8953,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,,Boston,Non-Core,,1,0,0,0,0
8974,9/24/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Other,France,Non-Core,,3,0,1,0,0
10854,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Data Analytics,SF Bay Area,Non-Core,,1,0,1,1,0
8978,10/5/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
12226,10/5/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Software Engineering,Other,Core,,1,0,1,1,0
13383,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Software Engineering,SF Bay Area,Core,,1,0,1,1,0
